query,ref_match,ref_match_id
Escoliosis,scoliosis,EFO:0004273
scoliosis,scoliosis,EFO:0004273
Scoliosis,scoliosis,EFO:0004273
gout,gout,EFO:0004274
gout,gout,EFO:0004274
Gout,gout,EFO:0004274
Stevens-Johnson syndrome,Stevens-Johnson syndrome,EFO:0004276
Stevens-Johnson syndrome,Stevens-Johnson syndrome,EFO:0004276
Stevens-Johnson Syndrome,Stevens-Johnson syndrome,EFO:0004276
brain infarction,brain infarction,EFO:0004277
brain infarction,brain infarction,EFO:0004277
movement disease,movement disorder,EFO:0004280
movement disorder,movement disorder,EFO:0004280
Movement Disorder,movement disorder,EFO:0004280
testicular cancer,testicular neoplasm,EFO:0004281
testicular germ cell cancer,testicular neoplasm,EFO:0004281
thoracic aortic aneurysm,thoracic aortic aneurysm,EFO:0004282
thoracic aortic aneurysm,thoracic aortic aneurysm,EFO:0004282
goiter,goiter,EFO:0004283
Bocio,goiter,EFO:0004283
goiter,goiter,EFO:0004283
Goiter,goiter,EFO:0004283
upper aerodigestive tract neoplasm,upper aerodigestive tract neoplasm,EFO:0004284
upper aerodigestive tract neoplasm,upper aerodigestive tract neoplasm,EFO:0004284
Albuminuria,albuminuria,EFO:0004285
venous thromboembolism,venous thromboembolism,EFO:0004286
Venous Thromboembolism,venous thromboembolism,EFO:0004286
Fibrilace komor,ventricular fibrillation,EFO:0004287
ventricular fibrillation,ventricular fibrillation,EFO:0004287
Ventricular Fibrillation,ventricular fibrillation,EFO:0004287
colonic neoplasm,colonic neoplasm,EFO:0004288
colonic neoplasm,colonic neoplasm,EFO:0004288
Colon Neoplasm,colonic neoplasm,EFO:0004288
lymphoid leukemia,lymphoid leukemia,EFO:0004289
obsolete lymphoid leukemia,lymphoid leukemia,EFO:0004289
lymphoid leukemia,lymphoid leukemia,EFO:0004289
Lenfoid lösemi,lymphoid leukemia,EFO:0004289
lymphoid leukemia,lymphoid leukemia,EFO:0004289
Lymphoid Leukemia,lymphoid leukemia,EFO:0004289
neonatal lupus erythematosus,neonatal systemic lupus erythematosus,EFO:0004537
Neonatal Lupus Erythematosus,neonatal systemic lupus erythematosus,EFO:0004537
chronic fatigue syndrome,chronic fatigue syndrome,EFO:0004540
myalgic encephalomeyelitis/chronic fatigue syndrome,chronic fatigue syndrome,EFO:0004540
Chronic Fatigue Syndrome,chronic fatigue syndrome,EFO:0004540
cryptorchidism,cryptorchidism,EFO:0004562
Criptorquidia,cryptorchidism,EFO:0004562
cryptorchidism,cryptorchidism,EFO:0004562
Undescended Testes,cryptorchidism,EFO:0004562
gestational diabetes,gestational diabetes,EFO:0004593
gestational diabetes,gestational diabetes,EFO:0004593
Gestational Diabetes,gestational diabetes,EFO:0004593
childhood eosinophilic esophagitis,childhood eosinophilic esophagitis,EFO:0004594
diabetes mellitus type 2 associated cataract,diabetes mellitus type 2 associated cataract,EFO:0004596
gallbladder neoplasm,gallbladder neoplasm,EFO:0004606
Gallbladder Neoplasm,gallbladder neoplasm,EFO:0004606
duodenal ulcer,duodenal ulcer,EFO:0004607
Duodenal ulcer,duodenal ulcer,EFO:0004607
duodenal ulcer,duodenal ulcer,EFO:0004607
Duodenal Ulcer,duodenal ulcer,EFO:0004607
cystic fibrosis associated meconium ileus,cystic fibrosis associated meconium ileus,EFO:0004608
treatment-refractory schizophrenia,treatment refractory schizophrenia,EFO:0004609
acute lung injury,acute lung injury,EFO:0004610
Acute Lung Injury,acute lung injury,EFO:0004610
"osteoarthritis, knee","osteoarthritis, knee",EFO:0004616
Kuhnt-Junius degeneration,wet macular degeneration,EFO:0004683
wet macular degeneration,wet macular degeneration,EFO:0004683
non-compaction cardiomyopathy,non-compaction cardiomyopathy,EFO:0004686
Insomnia,insomnia,EFO:0004698
insomnia,insomnia,EFO:0004698
Insomnia,insomnia,EFO:0004698
metamphetamine dependence,methamphetamine dependence,EFO:0004701
hypothyroidism,hypothyroidism,EFO:0004705
hypothyroidism,hypothyroidism,EFO:0004705
Hypothyroidism,hypothyroidism,EFO:0004705
hypertrophic pyloric stenosis,infantile hypertrophic pyloric stenosis,EFO:0004707
hypertrophic pyloric stenosis,infantile hypertrophic pyloric stenosis,EFO:0004707
Hypertrophic Pyloric Stenosis,infantile hypertrophic pyloric stenosis,EFO:0004707
"Hodgkin's lymphoma, nodular sclerosis",nodular sclerosis Hodgkin lymphoma,EFO:0004708
nodular sclerosis Hodgkin lymphoma,nodular sclerosis Hodgkin lymphoma,EFO:0004708
nodular sclerosis classical Hodgkin lymphoma,nodular sclerosis Hodgkin lymphoma,EFO:0004708
Nodular Sclerosis Classic Hodgkin Lymphoma,nodular sclerosis Hodgkin lymphoma,EFO:0004708
pelvic organ prolapse,pelvic organ prolapse,EFO:0004710
elephantiasis,elephantiasis,EFO:0004711
elephantiasis,elephantiasis,EFO:0004711
podoconiosis,podoconiosis,EFO:0004712
podoconiosis,podoconiosis,EFO:0004712
sexual dysfunction,sexual dysfunction,EFO:0004714
MRI defined brain infarct,MRI defined brain infarct,EFO:0004715
vascular dementia,vascular dementia,EFO:0004718
vascular dementia,vascular dementia,EFO:0004718
Vascular Dementia,vascular dementia,EFO:0004718
pemphigus vulgaris,pemphigus vulgaris,EFO:0004719
pemphigus vulgaris,pemphigus vulgaris,EFO:0004719
Pemphigus Vulgaris,pemphigus vulgaris,EFO:0004719
prion disease,prion disease,EFO:0004720
prion disease,prion disease,EFO:0004720
Transmissible Spongiform Encephalopathy,prion disease,EFO:0004720
early onset hypertension,early onset hypertension,EFO:0004772
toxic epidermal necrolysis,toxic epidermal necrolysis,EFO:0004775
Toxic Epidermal Necrolysis,toxic epidermal necrolysis,EFO:0004775
alcohol and nicotine codependence,alcohol and nicotine codependence,EFO:0004776
alcohol withdrawal,alcohol withdrawal,EFO:0004777
skin sensitivity to sun,skin sensitivity to sun,EFO:0004795
Freckling,obsolete_freckling,EFO:0004796
cholelithiasis,cholelithiasis,EFO:0004799
cholelithiasis,cholelithiasis,EFO:0004799
Cholelithiasis,cholelithiasis,EFO:0004799
anti-neutrophil antibody associated vasculitis,anti-neutrophil antibody associated vasculitis,EFO:0004826
blood neutrophil count,neutrophil count,EFO:0004833
blood eosinophil count,eosinophil count,EFO:0004842
postoperative ventricular dysfunction,postoperative ventricular dysfunction,EFO:0004889
testicular dysgenesis syndrome,testicular dysgenesis syndrome,EFO:0004893
tetralogy of Fallot,obsolete_tetralogy of fallot,EFO:0004894
Gilles de la Tourette syndrome,Tourette syndrome,EFO:0004895
Tourette syndrome,Tourette syndrome,EFO:0004895
Tourette Syndrome,Tourette syndrome,EFO:0004895
lymph node metastatic carcinoma,lymph node metastatic carcinoma,EFO:0004906
metastatic malignant neoplasm in the lymph nodes,lymph node metastatic carcinoma,EFO:0004906
Metastatic Malignant Neoplasm in the Lymph Nodes,lymph node metastatic carcinoma,EFO:0004906
familial hypercholesterolemia,familial hypercholesterolemia,EFO:0004911
familial hypercholesterolemia,familial hypercholesterolemia,EFO:0004911
"Hyperlipoproteinemia, Type II",familial hypercholesterolemia,EFO:0004911
embryonal carcinoma,embryonal carcinoma,EFO:0004986
embryonal carcinoma,embryonal carcinoma,EFO:0004986
embryonal carcinoma,embryonal carcinoma,EFO:0004986
Embryonal Carcinoma,embryonal carcinoma,EFO:0004986
myasthenia gravis,Myasthenia gravis,EFO:0004991
myasthenia gravis,Myasthenia gravis,EFO:0004991
Myasthenia Gravis,Myasthenia gravis,EFO:0004991
otitis media,Otitis media,EFO:0004992
Orta kulak enfeksiyonu,Otitis media,EFO:0004992
otitis media,Otitis media,EFO:0004992
Otitis Media,Otitis media,EFO:0004992
degenerative disc disease,lumbar disc degeneration,EFO:0004994
intervertebral disk degenerative disorder,lumbar disc degeneration,EFO:0004994
Intervertebral Disc Degenerative Disorder,lumbar disc degeneration,EFO:0004994
leishmaniasis,Leishmaniasis,EFO:0005044
leishmaniasis,Leishmaniasis,EFO:0005044
Leishmaniasis,Leishmaniasis,EFO:0005044
visceral leishmaniasis,visceral Leishmaniasis,EFO:0005045
visceral leishmaniasis,visceral Leishmaniasis,EFO:0005045
Kala-Azar,visceral Leishmaniasis,EFO:0005045
cutaneous leishmaniasis,cutaneous Leishmaniasis,EFO:0005046
cutaneous leishmaniasis,cutaneous Leishmaniasis,EFO:0005046
Cutaneous Leishmaniasis,cutaneous Leishmaniasis,EFO:0005046
Asian Desert Cutaneous Leishmaniasis,cutaneous Leishmaniasis,EFO:0005046
testicular cancer,testicular carcinoma,EFO:0005088
testicular cancer,testicular carcinoma,EFO:0005088
Childhood Testicular Neoplasm,testicular carcinoma,EFO:0005088
Malignant Testicular Neoplasm,testicular carcinoma,EFO:0005088
blood basophil count,basophil count,EFO:0005090
blood granulocyte count,basophil count,EFO:0005090
collective leaf structure,obsolete_collective leaf structure,EFO:0005107
hepatitis C induced liver cirrhosis,hepatitis C induced liver cirrhosis,EFO:0005129
conduction system disorder,conduction system disorder,EFO:0005137
eating disorder,eating disorder,EFO:0005203
eating disorder,eating disorder,EFO:0005203
Eating Disorder,eating disorder,EFO:0005203
bulimia nervosa,bulimia nervosa,EFO:0005204
bulimia nervosa,bulimia nervosa,EFO:0005204
Bulimia Nervosa,bulimia nervosa,EFO:0005204
Binge Eating,bulimia nervosa,EFO:0005204
congenital heart disease,congenital heart disease,EFO:0005207
congenital heart disease,congenital heart disease,EFO:0005207
Congenital Heart Disease,congenital heart disease,EFO:0005207
pulmonary neuroendocrine tumor,pulmonary neuroendocrine tumor,EFO:0005220
pulmonary neuroendocrine tumor,pulmonary neuroendocrine tumor,EFO:0005220
lung neuroendocrine neoplasm,pulmonary neuroendocrine tumor,EFO:0005220
Lung Neuroendocrine Neoplasm,pulmonary neuroendocrine tumor,EFO:0005220
cholangiocarcinoma,cholangiocarcinoma,EFO:0005221
cholangiocarcinoma,cholangiocarcinoma,EFO:0005221
cholangiocarcinoma,cholangiocarcinoma,EFO:0005221
Cholangiocarcinoma,cholangiocarcinoma,EFO:0005221
avian influenza,avian influenza,EFO:0005222
avian influenza,avian influenza,EFO:0005222
acute stress disorder,acute stress reaction,EFO:0005223
acute stress disorder,acute stress reaction,EFO:0005223
Acute Stress Disorder,acute stress reaction,EFO:0005223
Q fever,Q fever,EFO:0005224
Q fever,Q fever,EFO:0005224
Q Fever,Q fever,EFO:0005224
sleeping sickness,human african trypanosomiasis,EFO:0005225
human African trypanosomiasis,human african trypanosomiasis,EFO:0005225
African Trypanosomiasis,human african trypanosomiasis,EFO:0005225
swine influenza,swine influenza,EFO:0005226
swine influenza,swine influenza,EFO:0005226
H1N1 Influenza,swine influenza,EFO:0005226
endometrial adenocarcinoma,endometrium adenocarcinoma,EFO:0005232
endometrium adenocarcinoma,endometrium adenocarcinoma,EFO:0005232
endometrium adenocarcinoma,endometrium adenocarcinoma,EFO:0005232
Endometrial Endometrioid Adenocarcinoma,endometrium adenocarcinoma,EFO:0005232
Endometrial Adenocarcinoma,endometrium adenocarcinoma,EFO:0005232
neuroectodermal tumor,primitive neuroectodermal tumor,EFO:0005235
primitive neuroectodermal tumor,primitive neuroectodermal tumor,EFO:0005235
primitive neuroectodermal tumor,primitive neuroectodermal tumor,EFO:0005235
Primitive Neuroectodermal Tumor,primitive neuroectodermal tumor,EFO:0005235
NT2/D1 cell,NT2/D1,EFO:0005236
NT2-D1 cell,NT2/D1,EFO:0005236
Aort kapağı kalsifikasyonu,aortic valve calcification,EFO:0005239
aortic valve calcification,aortic valve calcification,EFO:0005239
rhegmatogenous retinal detachment,rhegmatogenous retinal detachment,EFO:0005240
Rhegmatogenous Retinal Detachment,rhegmatogenous retinal detachment,EFO:0005240
methamphetamine-induced psychosis,methamphetamine-induced psychosis,EFO:0005242
Hipersomni,hypersomnia,EFO:0005246
hypersomnia,hypersomnia,EFO:0005246
Hypersomnia,hypersomnia,EFO:0005246
occupation-related stress disorder,occupation-related stress disorder,EFO:0005250
Hipotansiyon,hypotension,EFO:0005251
hypotensive disorder,hypotension,EFO:0005251
Hipotensión ortostática,orthostatic hypotension,EFO:0005252
orthostatic hypotension,orthostatic hypotension,EFO:0005252
postprandial hypotension,postprandial hypotension,EFO:0005253
neurally mediated hypotension,neurally mediated hypotension,EFO:0005254
congenital heart malformation,congenital heart malformation,EFO:0005269
temporomandibular joint disorder,temporomandibular joint disorder,EFO:0005279
Temporomandibular Joint Disorder,temporomandibular joint disorder,EFO:0005279
reticulosarcoma,reticulum cell sarcoma,EFO:0005287
reticulum cell sarcoma,reticulum cell sarcoma,EFO:0005287
reticulum cell sarcoma,reticulum cell sarcoma,EFO:0005287
Reticulosarcoma,reticulum cell sarcoma,EFO:0005287
lung adenocarcinoma,non-small cell lung adenocarcinoma,EFO:0005288
migraine with aura,obsolete_migraine with aura,EFO:0005295
Auralı migren,obsolete_migraine with aura,EFO:0005295
migraine without aura,obsolete_migraine without aura,EFO:0005296
Aurasız migren,obsolete_migraine without aura,EFO:0005296
granulomatosis with polyangiitis,Granulomatosis with Polyangiitis,EFO:0005297
granulomatosis with polyangiitis,Granulomatosis with Polyangiitis,EFO:0005297
Pauci-Immune Glomerulonephritis associated with Granulomatosis with Polyangiitis,Granulomatosis with Polyangiitis,EFO:0005297
Granulomatosis with Polyangiitis,Granulomatosis with Polyangiitis,EFO:0005297
sudden infant death syndrome,sudden infant death syndrome,EFO:0005303
atrial conduction disease,atrial conduction disease,EFO:0005304
atrioventricular node disorder,atrioventricular node disease,EFO:0005305
ventricular tachycardia,ventricular tachycardia,EFO:0005306
Ventricular Tachycardia,ventricular tachycardia,EFO:0005306
Torsade de pointes,torsades de pointes,EFO:0005307
torsades de pointes,torsades de pointes,EFO:0005307
atrial tachycardia,atrial tachycardia,EFO:0005308
Atrial Tachycardia,atrial tachycardia,EFO:0005308
contact dermatitis,contact dermatitis,EFO:0005319
contact dermatitis,contact dermatitis,EFO:0005319
Contact Dermatitis,contact dermatitis,EFO:0005319
contact dermatitis due to nickel,contact dermatitis due to nickel,EFO:0005320
HFL-1 cell,HFL1,EFO:0005368
HFL1 cell,HFL1,EFO:0005368
HuH-7 cell,HuH-7,EFO:0005384
Huh7 cell,HuH-7,EFO:0005384
KARPAS-299 cell,KARPAS 299,EFO:0005390
KARPAS-299 cell,KARPAS 299,EFO:0005390
chemotherapy-induced alopecia,chemotherapy-induced alopecia,EFO:0005400
Chemotherapy-Induced Alopecia,chemotherapy-induced alopecia,EFO:0005400
colorectal adenoma,colorectal adenoma,EFO:0005406
large intestine adenoma,colorectal adenoma,EFO:0005406
colorectal adenoma,colorectal adenoma,EFO:0005406
colorectal adenoma,colorectal adenoma,EFO:0005406
Colorectal Adenoma,colorectal adenoma,EFO:0005406
psychotic disorder,psychosis,EFO:0005407
Psicosis,psychosis,EFO:0005407
psychotic disorder,psychosis,EFO:0005407
Psychosis,psychosis,EFO:0005407
tooth agenesis,tooth agenesis,EFO:0005410
tooth agenesis,tooth agenesis,EFO:0005410
schizoaffective disorder,schizoaffective disorder,EFO:0005411
schizoaffective disorder,schizoaffective disorder,EFO:0005411
Schizoaffective Disorder,schizoaffective disorder,EFO:0005411
increased airway responsiveness,airway hyperresponsiveness,EFO:0005414
adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,EFO:0005423
dyslexia,dyslexia,EFO:0005424
Disleksi,dyslexia,EFO:0005424
dyslexia,dyslexia,EFO:0005424
Dyslexia,dyslexia,EFO:0005424
language disorder,language impairment,EFO:0005425
specific language impairment 5,language impairment,EFO:0005425
DU-145 cell,DU 145,EFO:0005441
DU 145 cell,DU 145,EFO:0005441
OVCA-8 cell,OVCAR8,EFO:0005444
gonad,obsolete_gonad,EFO:0005494
NSM,NSM,EFO:0005495
pharyngeal muscle cell,pharyngeal muscle cell,EFO:0005497
newly molted young adult hermaphrodite Ce,newly molted young adult hermaphrodite,EFO:0005498
3-fold embryo Ce,3-fold embryo Ce,EFO:0005499
4-cell embryo Ce,4-cell embryo Ce,EFO:0005500
proliferating embryo Ce,proliferating embryo Ce,EFO:0005501
late cleavage stage embryo Ce,late cleavage stage embryo Ce,EFO:0005502
gastrulating embryo Ce,gastrulating embryo Ce,EFO:0005503
fully-elongated embryo Ce,fully-elongated embryo Ce,EFO:0005504
enclosing embryo Ce,enclosing embryo Ce,EFO:0005505
elongating embryo Ce,elongating embryo Ce,EFO:0005506
dauer larva Ce,dauer larva,EFO:0005507
L1 larva Ce,L1 larva,EFO:0005508
L4 larva Ce,L4 larva,EFO:0005509
L2d-dauer molt Ce,L2d-dauer molt,EFO:0005510
post dauer L3 stage Ce,post dauer stage,EFO:0005511
large artery stroke,large artery stroke,EFO:0005524
Chagas cardiomyopathy,Chagas cardiomyopathy,EFO:0005529
urticaria,urticaria,EFO:0005531
Kopřivka,urticaria,EFO:0005531
urticaria,urticaria,EFO:0005531
Urticaria,urticaria,EFO:0005531
angioedema,angioedema,EFO:0005532
Angio-oedeem,angioedema,EFO:0005532
angioedema,angioedema,EFO:0005532
carbon monoxide-induced delayed encephalopathy,delayed encephalopathy after acute carbon monoxide poisoning,EFO:0005534
triple-receptor negative breast cancer,triple-negative breast cancer,EFO:0005537
triple-negative breast cancer,triple-negative breast cancer,EFO:0005537
triple-negative breast carcinoma,triple-negative breast cancer,EFO:0005537
Triple-Negative Breast Carcinoma,triple-negative breast cancer,EFO:0005537
adrenal gland disease,adrenal gland disease,EFO:0005539
adrenal gland disorder,adrenal gland disease,EFO:0005539
Adrenal Gland Disorder,adrenal gland disease,EFO:0005539
bile duct carcinoma,bile duct carcinoma,EFO:0005540
bile duct carcinoma,bile duct carcinoma,EFO:0005540
bile duct carcinoma,bile duct carcinoma,EFO:0005540
Bile Duct Carcinoma,bile duct carcinoma,EFO:0005540
bone development disease,bone development disease,EFO:0005541
