benchmark,alignment_id,our_query_id,our_source_original,our_source_normalized,t2t_source_id,t2t_source_original,t2t_source_normalized,our_gold_original,t2t_gold_original,normalized_gold,our_prediction,t2t_prediction,our_status,our_original_graph_relationship,t2t_original_published_classification,ours_recomputed_relationship,t2t_recomputed_relationship,alignment_status
Biomappings-EFO,Biomappings-EFO::460,460,RT-112,RT-112,RT112_URINARY_TRACT,RT-112,RT-112,EFO:0006479,EFO:0006479,EFO:0006479,EFO:0006479,EFO:0006479,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::461,461,RT4,RT4,RT4_URINARY_TRACT,RT4,RT4,EFO:0006480,EFO:0006480,EFO:0006480,EFO:0006480,EFO:0006480,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::462,462,SBC-5,SBC-5,SBC5_LUNG,SBC-5,SBC-5,EFO:0002855,EFO:0002855,EFO:0002855,EFO:0002855,EFO:0002854,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::463,463,SCaBER,SCaBER,SCABER_URINARY_TRACT,SCaBER,SCaBER,EFO:0002325,EFO:0002325,EFO:0002325,EFO:0002325,EFO:0002325,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::464,464,SCC-15,SCC-15,SCC15_UPPER_AERODIGESTIVE_TRACT,SCC-15,SCC-15,EFO:0006482,EFO:0006482,EFO:0006482,EFO:0006482,EFO:0000707,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::465,465,SCC-25,SCC-25,SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,SCC-25,EFO:0006483,EFO:0006483,EFO:0006483,EFO:0006483,EFO:0000707,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::466,466,SCC-9,SCC-9,SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,SCC-9,EFO:0006485,EFO:0006485,EFO:0006485,EFO:0006485,EFO:0000707,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::467,467,SCLC-21H,SCLC-21H,SCLC21H_LUNG,SCLC-21H,SCLC-21H,EFO:0006749,EFO:0006749,EFO:0006749,EFO:0006749,EFO:0006749,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::468,468,SEM,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SEM,SEM,EFO:0002326,EFO:0002326,EFO:0002326,EFO:0002326,EFO:0002326,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::469,469,Set-2,Set-2,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Set-2,Set-2,EFO:0006486,EFO:0006486,EFO:0006486,EFO:0006486,HP:0003674,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::470,470,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,SF126,SF126,EFO:0005450,EFO:0005450,EFO:0005450,EFO:0005450,EFO:0005450,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::471,471,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,SF268,SF268,EFO:0005451,EFO:0005451,EFO:0005451,EFO:0005451,EFO:0005451,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::472,472,SF-295,SF-295,SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,SF-295,EFO:0005452,EFO:0005452,EFO:0005452,EFO:0005452,EFO:0005452,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::473,473,SF539,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,SF539,SF539,EFO:0005453,EFO:0005453,EFO:0005453,EFO:0005453,EFO:0005453,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::474,474,SH-4,SH-4,SH4_SKIN,SH-4,SH-4,EFO:0002327,EFO:0002327,EFO:0002327,,EFO:0007236,unmapped,,Unrelated,No Top-1 prediction,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::475,475,SHP-77,SHP-77,SHP77_LUNG,SHP-77,SHP-77,EFO:0002328,EFO:0002328,EFO:0002328,EFO:0002328,EFO:0002328,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::476,476,SH-SY5Y,SH-SY5Y,SHSY5Y_AUTONOMIC_GANGLIA,SH-SY5Y,SH-SY5Y,EFO:0002717,EFO:0002717,EFO:0002717,EFO:0002717,EFO:0002717,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::477,477,SIG-M5,SIG-M5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,SIG-M5,EFO:0006751,EFO:0006751,EFO:0006751,EFO:0006751,EFO:0000221,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::478,478,SIHA,SIHA,SIHA,SIHA,SIHA,EFO:0002379,EFO:0002379,EFO:0002379,EFO:0002379,EFO:0002379,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::479,479,SJRH30,SJRH30,SJRH30_SOFT_TISSUE,SJRH30,SJRH30,EFO:0002329,EFO:0002329,EFO:0002329,EFO:0002329,EFO:0002329,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::480,480,SJSA-1,SJSA-1,SJSA1_BONE,SJSA-1,SJSA-1,EFO:0002330,EFO:0002330,EFO:0002330,EFO:0002330,EFO:0002330,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::481,481,SK-BR-3,SK-BR-3,SKBR3_BREAST,SK-BR-3,SK-BR-3,EFO:0001236,EFO:0001236,EFO:0001236,EFO:0001236,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::482,482,SK-CO-1,SK-CO-1,SKCO1_LARGE_INTESTINE,SK-CO-1,SK-CO-1,EFO:0006752,EFO:0006752,EFO:0006752,EFO:0006752,EFO:0005176,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::483,483,SK-ES-1,SK-ES-1,SKES1_BONE,SK-ES-1,SK-ES-1,EFO:0002858,EFO:0002858,EFO:0002858,EFO:0002858,MONDO:0017387,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::484,484,SK-LMS-1,SK-LMS-1,SKLMS1_SOFT_TISSUE,SK-LMS-1,SK-LMS-1,EFO:0002331,EFO:0002331,EFO:0002331,EFO:0002331,MONDO:0011334,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::485,485,SKM-1,SKM-1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM-1,SKM-1,EFO:0006753,EFO:0006753,EFO:0006753,EFO:0006753,EFO:0002801,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::486,486,SK-MEL-1,SK-MEL-1,SKMEL1_SKIN,SK-MEL-1,SK-MEL-1,EFO:0002332,EFO:0002332,EFO:0002332,EFO:0002332,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::487,487,SK-MEL-24,SK-MEL-24,SKMEL24_SKIN,SK-MEL-24,SK-MEL-24,EFO:0006487,EFO:0006487,EFO:0006487,EFO:0006487,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::488,488,SK-MEL-28,SK-MEL-28,SKMEL28_SKIN,SK-MEL-28,SK-MEL-28,EFO:0003081,EFO:0003081,EFO:0003081,EFO:0003081,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::489,489,SK-MEL-2,SK-MEL-2,SKMEL2_SKIN,SK-MEL-2,SK-MEL-2,EFO:0002079,EFO:0002079,EFO:0002079,EFO:0002079,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::490,490,SK-MEL-30,SK-MEL-30,SKMEL30_SKIN,SK-MEL-30,SK-MEL-30,EFO:0006488,EFO:0006488,EFO:0006488,EFO:0006488,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::491,491,SK-MEL-31,SK-MEL-31,SKMEL31_SKIN,SK-MEL-31,SK-MEL-31,EFO:0006489,EFO:0006489,EFO:0006489,EFO:0006489,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::492,492,SK-MEL-3,SK-MEL-3,SKMEL3_SKIN,SK-MEL-3,SK-MEL-3,EFO:0002333,EFO:0002333,EFO:0002333,,EFO:0005720,unmapped,,Sibling,No Top-1 prediction,Sibling,matched
Biomappings-EFO,Biomappings-EFO::493,493,SK-MEL-5,SK-MEL-5,SKMEL5_SKIN,SK-MEL-5,SK-MEL-5,EFO:0005720,EFO:0005720,EFO:0005720,EFO:0005720,EFO:0005720,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::494,494,SK-MES-1,SK-MES-1,SKMES1_LUNG,SK-MES-1,SK-MES-1,EFO:0002334,EFO:0002334,EFO:0002334,EFO:0002334,MONDO:0017169,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::495,495,SK-MM-2,SK-MM-2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,SK-MM-2,EFO:0005458,EFO:0005458,EFO:0005458,EFO:0005458,MONDO:0009685,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::496,496,SK-N-AS,SK-N-AS,SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,SK-N-AS,EFO:0002859,EFO:0002859,EFO:0002859,EFO:0002859,MONDO:0042981,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::497,497,SK-N-DZ,SK-N-DZ,SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,SK-N-DZ,EFO:0005721,EFO:0005721,EFO:0005721,EFO:0005721,EFO:0005721,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::498,498,SK-N-FI,SK-N-FI,SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,SK-N-FI,EFO:0002338,EFO:0002338,EFO:0002338,EFO:0002338,EFO:0005721,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::499,499,SK-N-MC,SK-N-MC,SKNMC_BONE,SK-N-MC,SK-N-MC,EFO:0002860,EFO:0002860,EFO:0002860,EFO:0002860,EFO:0005721,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::500,500,SK-N-SH,SK-N-SH,SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,SK-N-SH,EFO:0003072,EFO:0003072,EFO:0003072,EFO:0003072,EFO:0005721,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::501,501,SK-OV-3,SK-OV-3,SKOV3_OVARY,SK-OV-3,SK-OV-3,EFO:0002340,EFO:0002340,EFO:0002340,EFO:0002340,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::502,502,SK-UT-1,SK-UT-1,SKUT1_SOFT_TISSUE,SK-UT-1,SK-UT-1,EFO:0002341,EFO:0002341,EFO:0002341,EFO:0002341,EFO:0005720,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::503,503,SNB-19,SNB-19,SNB19_CENTRAL_NERVOUS_SYSTEM,SNB-19,SNB-19,EFO:0002342,EFO:0002342,EFO:0002342,EFO:0002342,EFO:0022450,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::504,504,SNU-16,SNU-16,SNU16_STOMACH,SNU-16,SNU-16,EFO:0002344,EFO:0002344,EFO:0002344,EFO:0002344,EFO:0002344,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::505,505,SNU-182,SNU-182,SNU182_LIVER,SNU-182,SNU-182,EFO:0002345,EFO:0002345,EFO:0002345,EFO:0002345,EFO:0002345,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::506,506,SNU-1,SNU-1,SNU1_STOMACH,SNU-1,SNU-1,EFO:0002343,EFO:0002343,EFO:0002343,EFO:0002343,EFO:0002343,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::507,507,SNU-216,SNU-216,SNU216_STOMACH,SNU-216,SNU-216,EFO:0006754,EFO:0006754,EFO:0006754,EFO:0006754,EFO:0006754,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::508,508,SNU-387,SNU-387,SNU387_LIVER,SNU-387,SNU-387,EFO:0002346,EFO:0002346,EFO:0002346,EFO:0002346,EFO:0002346,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::509,509,SNU-398,SNU-398,SNU398_LIVER,SNU-398,SNU-398,EFO:0002347,EFO:0002347,EFO:0002347,EFO:0002347,EFO:0002347,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::510,510,SNU-423,SNU-423,SNU423_LIVER,SNU-423,SNU-423,EFO:0002348,EFO:0002348,EFO:0002348,EFO:0002348,EFO:0002348,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::511,511,SNU-449,SNU-449,SNU449_LIVER,SNU-449,SNU-449,EFO:0002349,EFO:0002349,EFO:0002349,EFO:0002349,EFO:0002349,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::512,512,SNU-475,SNU-475,SNU475_LIVER,SNU-475,SNU-475,EFO:0002350,EFO:0002350,EFO:0002350,EFO:0002350,EFO:0002350,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::513,513,SNU-5,SNU-5,SNU5_STOMACH,SNU-5,SNU-5,EFO:0002351,EFO:0002351,EFO:0002351,EFO:0002351,EFO:0002343,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::514,514,SNU-601,SNU-601,SNU601_STOMACH,SNU-601,SNU-601,EFO:0006756,EFO:0006756,EFO:0006756,EFO:0006756,EFO:0006756,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::515,515,SNU-620,SNU-620,SNU620_STOMACH,SNU-620,SNU-620,EFO:0006757,EFO:0006757,EFO:0006757,EFO:0006757,EFO:0006757,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::516,516,SNU-668,SNU-668,SNU668_STOMACH,SNU-668,SNU-668,EFO:0006759,EFO:0006759,EFO:0006759,EFO:0006759,EFO:0006759,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::517,517,SNU-719,SNU-719,SNU719_STOMACH,SNU-719,SNU-719,EFO:0006760,EFO:0006760,EFO:0006760,EFO:0006760,EFO:0006760,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::518,518,SNU-C1,SNU-C1,SNUC1_LARGE_INTESTINE,SNU-C1,SNU-C1,EFO:0006761,EFO:0006761,EFO:0006761,EFO:0006761,EFO:0006761,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::519,519,SR-786,SR-786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR-786,SR-786,EFO:0006491,EFO:0006491,EFO:0006491,EFO:0006491,EFO:0002352,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::520,520,ST486,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ST486,ST486,EFO:0002353,EFO:0002353,EFO:0002353,EFO:0002353,EFO:0002353,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::521,521,SU.86.86,SU.86.86,SU8686_PANCREAS,SU.86.86,SU.86.86,EFO:0006494,EFO:0006494,EFO:0006494,EFO:0006494,EFO:0020541,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::522,522,SU-DHL-10,SU-DHL-10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,SU-DHL-10,EFO:0002354,EFO:0002354,EFO:0002354,EFO:0002354,EFO:0007611,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::523,523,SU-DHL-1,SU-DHL-1,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-1,SU-DHL-1,EFO:0005461,EFO:0005461,EFO:0005461,EFO:0005461,EFO:0007611,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::524,524,SU-DHL-4,SU-DHL-4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,SU-DHL-4,EFO:0006492,EFO:0006492,EFO:0006492,EFO:0006492,EFO:0007611,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::525,525,SU-DHL-5,SU-DHL-5,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-5,SU-DHL-5,EFO:0002356,EFO:0002356,EFO:0002356,EFO:0002356,EFO:0007611,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::526,526,SU-DHL-6,SU-DHL-6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,SU-DHL-6,EFO:0002357,EFO:0002357,EFO:0002357,EFO:0002357,EFO:0007611,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::527,527,SU-DHL-8,SU-DHL-8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,SU-DHL-8,EFO:0006493,EFO:0006493,EFO:0006493,EFO:0006493,EFO:0007611,mapped,Same,Sibling,Same,Sibling,matched
Biomappings-EFO,Biomappings-EFO::528,528,SUIT-2,SUIT-2,SUIT2_PANCREAS,SUIT-2,SUIT-2,EFO:0006495,EFO:0006495,EFO:0006495,EFO:0006495,EFO:0006495,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::529,529,SUP-B15,SUP-B15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-B15,SUP-B15,EFO:0006763,EFO:0006763,EFO:0006763,EFO:0006763,EFO:0006763,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::530,530,SW1116,SW1116,SW1116_LARGE_INTESTINE,SW1116,SW1116,EFO:0002359,EFO:0002359,EFO:0002359,EFO:0002359,EFO:0002359,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::531,531,SW1417,SW1417,SW1417_LARGE_INTESTINE,SW1417,SW1417,EFO:0002361,EFO:0002361,EFO:0002361,EFO:0002361,EFO:0002361,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::532,532,SW1463,SW1463,SW1463_LARGE_INTESTINE,SW1463,SW1463,EFO:0002362,EFO:0002362,EFO:0002362,EFO:0002362,EFO:0002362,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::533,533,SW403,SW403,SW403_LARGE_INTESTINE,SW403,SW403,EFO:0002366,EFO:0002366,EFO:0002366,EFO:0002366,EFO:0002366,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::534,534,SW480,SW480,SW480_LARGE_INTESTINE,SW480,SW480,EFO:0002083,EFO:0002083,EFO:0002083,EFO:0002083,EFO:0002083,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::535,535,SW48,SW48,SW48_LARGE_INTESTINE,SW48,SW48,EFO:0002367,EFO:0002367,EFO:0002367,EFO:0002367,EFO:0002367,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::536,536,SW620,SW620,SW620_LARGE_INTESTINE,SW620,SW620,EFO:0002368,EFO:0002368,EFO:0002368,EFO:0002368,EFO:0002368,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::537,537,SW837,SW837,SW837_LARGE_INTESTINE,SW837,SW837,EFO:0002372,EFO:0002372,EFO:0002372,EFO:0002372,EFO:0002372,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::538,538,SW948,SW948,SW948_LARGE_INTESTINE,SW948,SW948,EFO:0002375,EFO:0002375,EFO:0002375,EFO:0002375,EFO:0002375,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::539,539,T24,T24,T24_URINARY_TRACT,T24,T24,EFO:0002864,EFO:0002864,EFO:0002864,EFO:0009508,EFO:0002864,mapped,Unrelated,Same,Unrelated,Same,matched
Biomappings-EFO,Biomappings-EFO::540,540,T3M-4,T3M-4,T3M4_PANCREAS,T3M-4,T3M-4,EFO:0002714,EFO:0002714,EFO:0002714,EFO:0002714,EFO:0002714,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::541,541,T-47D,T-47D,T47D_BREAST,T-47D,T-47D,EFO:0001247,EFO:0001247,EFO:0001247,EFO:0001247,EFO:0001247,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::542,542,T84,T84,T84_LARGE_INTESTINE,T84,T84,EFO:0002084,EFO:0002084,EFO:0002084,EFO:0009519,EFO:0002084,mapped,Unrelated,Same,Unrelated,Same,matched
Biomappings-EFO,Biomappings-EFO::543,543,TC-71,TC-71,TC71_BONE,TC-71,TC-71,EFO:0002865,EFO:0002865,EFO:0002865,EFO:0002865,EFO:0002865,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::544,544,TCC-PAN2,TCC-PAN2,TCCPAN2_PANCREAS,TCC-PAN2,TCC-PAN2,EFO:0006764,EFO:0006764,EFO:0006764,EFO:0006764,EFO:0006764,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::545,545,THP-1,THP-1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP-1,THP-1,EFO:0001253,EFO:0001253,EFO:0001253,EFO:0001253,EFO:0001253,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::546,546,Toledo,Toledo,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,Toledo,EFO:0002383,EFO:0002383,EFO:0002383,EFO:0002383,EFO:0002383,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::547,547,TOV-112D,TOV-112D,TOV112D_OVARY,TOV-112D,TOV-112D,EFO:0005263,EFO:0005263,EFO:0005263,EFO:0005263,EFO:0005263,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::548,548,TT,TT,TT_THYROID,TT,TT,EFO:0002382,EFO:0002382,EFO:0002382,EFO:0002382,EFO:0002382,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::549,549,TYK-nu,TYK-nu,TYKNU_OVARY,TYK-nu,TYK-nu,EFO:0006766,EFO:0006766,EFO:0006766,EFO:0006766,EFO:0006766,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::550,550,U-251 MG,U-251 MG,U251MG_CENTRAL_NERVOUS_SYSTEM,U-251 MG,U-251 MG,EFO:0006498,EFO:0006498,EFO:0006498,EFO:0006498,EFO:0006498,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::551,551,U266B1,U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U266B1,U266B1,EFO:0001254,EFO:0001254,EFO:0001254,EFO:0001254,EFO:0001254,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::552,552,U-87 MG,U-87 MG,U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,U-87 MG,EFO:0005237,EFO:0005237,EFO:0005237,EFO:0005237,EFO:0005237,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::553,553,U-937,U-937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,U-937,EFO:0001257,EFO:0001257,EFO:0001257,EFO:0001257,EFO:0001257,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::554,554,UACC-257,UACC-257,UACC257_SKIN,UACC-257,UACC-257,EFO:0005376,EFO:0005376,EFO:0005376,EFO:0005376,EFO:0005376,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::555,555,UACC-62,UACC-62,UACC62_SKIN,UACC-62,UACC-62,EFO:0005377,EFO:0005377,EFO:0005377,EFO:0005377,EFO:0005377,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::556,556,UACC-812,UACC-812,UACC812_BREAST,UACC-812,UACC-812,EFO:0001258,EFO:0001258,EFO:0001258,EFO:0001258,EFO:0001258,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::557,557,UACC-893,UACC-893,UACC893_BREAST,UACC-893,UACC-893,EFO:0002385,EFO:0002385,EFO:0002385,EFO:0002385,EFO:0002385,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::558,558,UM-UC-1,UM-UC-1,UMUC1_URINARY_TRACT,UM-UC-1,UM-UC-1,EFO:0006770,EFO:0006770,EFO:0006770,EFO:0006770,EFO:0000729,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::559,559,UM-UC-3,UM-UC-3,UMUC3_URINARY_TRACT,UM-UC-3,UM-UC-3,EFO:0006771,EFO:0006771,EFO:0006771,EFO:0006771,EFO:0000729,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::560,560,VCaP,VCaP,VCAP_PROSTATE,VCaP,VCaP,EFO:0007752,EFO:0007752,EFO:0007752,EFO:0007752,EFO:0007752,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::561,561,VMRC-LCD,VMRC-LCD,VMRCLCD_LUNG,VMRC-LCD,VMRC-LCD,EFO:0006773,EFO:0006773,EFO:0006773,EFO:0006773,EFO:0006773,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::562,562,WM-115,WM-115,WM115_SKIN,WM-115,WM-115,EFO:0002390,EFO:0002390,EFO:0002390,EFO:0002390,EFO:0002390,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::563,563,WM-266-4,WM-266-4,WM2664_SKIN,WM-266-4,WM-266-4,EFO:0006774,EFO:0006774,EFO:0006774,EFO:0006774,EFO:0001254,mapped,Same,Unrelated,Same,Unrelated,matched
Biomappings-EFO,Biomappings-EFO::564,564,WM-793,WM-793,WM793_SKIN,WM-793,WM-793,EFO:0002873,EFO:0002873,EFO:0002873,EFO:0002873,EFO:0002873,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::565,565,WSU-DLCL2,WSU-DLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSU-DLCL2,WSU-DLCL2,EFO:0006775,EFO:0006775,EFO:0006775,EFO:0006775,EFO:0006775,mapped,Same,Same,Same,Same,matched
Biomappings-EFO,Biomappings-EFO::566,566,YAPC,YAPC,YAPC_PANCREAS,YAPC,YAPC,EFO:0006778,EFO:0006778,EFO:0006778,EFO:0006778,EFO:0006778,mapped,Same,Same,Same,Same,matched
